ID,D,R,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBul,Baryonic,Vdm,ID_R,Vbaryonic,rho_baryonic,V_MOND,V_TeVeS,V_pinning_dm,V_pinning_total,V_observed_total,Pinning_residual,MOND_residual,TeVeS_residual,Baryonic_residual
,96.8,9.87,97.8,4.4,21.99,49.76,0.0,6.33,0.0,54.40236851461524,43.39763148538476,F574-1_9.87,54.40236851461524,1e-05,6285.7140962662315,1928.1559817583393,0.05440237190889677,54.4023957157961,97.8,43.3976042842039,-6187.914096266231,-1830.3559817583393,43.39763148538476
,96.8,10.79,98.8,4.62,25.0,50.33,0.0,5.29,0.0,56.19705419325821,42.60294580674179,F574-1_10.79,56.19705419325821,1e-05,6566.249835332188,1991.9795391921293,0.056197057699514066,56.19708229178179,98.8,42.60291770821821,-6467.449835332188,-1893.1795391921294,42.602945806741786
,96.8,11.8,99.5,4.4,27.82,50.68,0.0,4.09,0.0,57.813621232370494,41.68637876762951,F574-1_11.8,57.813621232370494,1e-05,6858.584022959842,2049.573444099265,0.05781362483948747,57.81365013917749,99.5,41.68634986082251,-6759.084022959842,-1950.073444099265,41.686378767629506
,96.8,12.6,99.7,5.14,30.02,50.19,0.0,3.23,0.0,58.48278806623364,41.217211933766364,F574-1_12.6,58.48278806623364,1e-05,7076.761724122128,2073.668462074495,0.05848279171510138,58.48281730762401,99.7,41.21718269237599,-6977.061724122128,-1973.968462074495,41.217211933766364
,35.4,0.26,14.6,13.0,-0.5,5.06,0.0,34.28,0.0,5.084643546995206,9.515356453004792,F583-1_0.26,5.084643546995206,1e-05,994.326706872545,180.7808437498601,0.0050846438642371235,5.084646089316662,14.6,9.515353910683338,-979.7267068725449,-166.18084374986012,9.515356453004793
,35.4,0.44,10.0,7.0,-0.86,8.17,0.0,31.74,0.0,8.215138465053403,1.7848615349465966,F583-1_0.44,8.215138465053403,1e-05,1302.6497994472652,291.8280984106887,0.008215138977613674,8.215142572622122,10.0,1.7848574273778777,-1292.6497994472652,-281.8280984106887,1.7848615349465966
,35.4,0.77,10.7,7.13,-1.55,13.14,0.0,26.03,0.0,13.23110350651071,0.0,F583-1_0.77,13.23110350651071,1e-05,1739.6913806764692,469.4634549268765,0.013231104332027897,13.231110122061635,10.7,-2.5311101220616354,-1728.9913806764691,-458.76345492687653,-2.5311035065107106
,35.4,0.89,17.4,9.6,-1.78,14.55,0.0,23.16,0.0,14.658475364102502,2.7415246358974965,F583-1_0.89,14.658475364102502,1e-05,1873.6912499128557,519.9959240241066,0.014658476278676509,14.658482693339266,17.4,2.7415173066607323,-1856.2912499128556,-502.5959240241066,2.7415246358974965
,35.4,1.22,23.5,11.2,-2.43,17.29,0.0,17.48,0.0,17.45992554394205,6.040074456057951,F583-1_1.22,17.45992554394205,1e-05,2196.076729078472,619.2942084585271,0.017459926633304597,17.459934273903727,23.5,6.040065726096273,-2172.576729078472,-595.7942084585271,6.040074456057951
,35.4,1.55,31.0,5.2,-2.98,18.37,0.0,11.3,0.0,18.61013970930901,12.38986029069099,F583-1_1.55,18.61013970930901,1e-05,2467.0422169067156,660.3614810488125,0.018610140870435908,18.6101490143777,31.0,12.3898509856223,-2436.0422169067156,-629.3614810488125,12.38986029069099
,35.4,1.8,32.3,2.41,-3.18,18.25,0.0,10.51,0.0,18.52498043183852,13.77501956816148,F583-1_1.8,18.52498043183852,1e-05,2647.4393099748295,657.6771963286635,0.01852498158765215,18.524989694327576,32.3,13.77501030567242,-2615.1393099748293,-625.3771963286636,13.775019568161476
,35.4,2.21,40.9,5.9,-3.53,19.06,0.0,10.14,0.0,19.384130106868348,21.51586989313165,F583-1_2.21,19.384130106868348,1e-05,2925.7164079930917,688.403731324711,0.019384131316286184,19.38413979893219,40.9,21.51586020106781,-2884.8164079930916,-647.503731324711,21.51586989313165
,35.4,2.31,43.8,4.26,-3.66,19.39,0.0,9.91,0.0,19.732402286594503,24.06759771340549,F583-1_2.31,19.732402286594503,1e-05,2990.611927348649,700.7884989855191,0.019732403517741793,19.73241215279441,43.8,24.067587847205587,-2946.8119273486486,-656.9884989855192,24.067597713405494
,35.4,2.54,44.8,4.5,-4.08,20.16,0.0,9.2,0.0,20.568714106623197,24.231285893376803,F583-1_2.54,20.568714106623197,1e-05,3135.155498535918,730.5129692769221,0.020568715389949793,20.568724390978964,44.8,24.231275609021033,-3090.355498535918,-685.7129692769222,24.2312858933768
,35.4,3.1,51.7,12.7,-5.16,22.16,0.0,8.56,0.0,22.752828395608315,28.947171604391688,F583-1_3.1,22.752828395608315,1e-05,3463.756804396059,808.0778132597864,0.02275282981520653,22.75283977202109,51.7,28.947160227978912,-3412.0568043960593,-756.3778132597863,28.947171604391688
,35.4,3.43,55.7,4.5,-4.94,23.71,0.0,7.6,0.0,24.21915977072698,31.480840229273024,F583-1_3.43,24.21915977072698,1e-05,3645.3454843128384,860.1003605586824,0.02421916128181278,24.219171880305346,55.7,31.480828119694657,-3589.6454843128386,-804.4003605586823,31.480840229273024
,35.4,3.86,59.4,9.85,-3.07,24.94,0.0,6.05,0.0,25.128241084485005,34.271758915514994,F583-1_3.86,25.128241084485005,1e-05,3863.3897680663804,892.4903173869509,0.02512824265229036,25.128253648603973,59.4,34.271746351396025,-3803.9897680663803,-833.0903173869509,34.271758915514994
,35.4,4.09,62.0,4.5,1.31,25.34,0.0,5.43,0.0,25.37383888969109,36.626161110308914,F583-1_4.09,25.37383888969109,1e-05,3973.653193221572,901.3020622413162,0.025373840472819823,25.373851576608946,62.0,36.62614842339106,-3911.653193221572,-839.3020622413162,36.626161110308914
,35.4,4.37,63.0,3.2,4.42,25.74,0.0,4.75,0.0,26.11673792800318,36.883262071996825,F583-1_4.37,26.11673792800318,1e-05,4106.7101188177385,927.710293514903,0.02611673955748299,26.11675098637051,63.0,36.883249013629495,-4043.7101188177385,-864.710293514903,36.883262071996825
,35.4,4.76,66.6,6.9,7.13,26.09,0.0,3.9,0.0,27.046718839814933,39.553281160185065,F583-1_4.76,27.046718839814933,1e-05,4284.712008991969,960.7817070930565,0.027046720527318265,27.04673236317266,66.6,39.553267636827336,-4218.112008991969,-894.1817070930565,39.553281160185065
,35.4,5.4,71.3,2.95,11.25,26.17,0.0,2.77,0.0,28.48563497624724,42.81436502375276,F583-1_5.4,28.48563497624724,1e-05,4561.656650823252,1011.9517955894808,0.028485636753527666,28.485649219062946,71.3,42.81435078093705,-4490.356650823252,-940.6517955894808,42.81436502375276
,35.4,5.86,72.3,15.5,13.88,25.92,0.0,2.15,0.0,29.402394460315644,42.89760553968435,F583-1_5.86,29.402394460315644,1e-05,4750.289759583093,1044.565583516163,0.02940239629479468,29.402409161511034,72.3,42.897590838488966,-4677.989759583093,-972.2655835161631,42.89760553968435
,35.4,6.08,73.4,6.0,14.94,25.73,0.0,1.92,0.0,29.75292422603197,43.64707577396804,F583-1_6.08,29.75292422603197,1e-05,4837.426226827651,1057.0514284249289,0.029752926082381313,29.752939102492217,73.4,43.647060897507785,-4764.026226827651,-983.6514284249289,43.64707577396804
,35.4,6.43,72.4,5.81,16.72,25.39,0.0,1.61,0.0,30.400830580758807,41.9991694192412,F583-1_6.43,30.400830580758807,1e-05,4973.508469883207,1080.1023856935515,0.030400832477532433,30.400845781172197,72.4,41.99915421882781,-4901.108469883207,-1007.7023856935515,41.9991694192412
,35.4,6.97,77.1,12.1,19.67,24.74,0.0,1.25,0.0,31.606589502823617,45.49341049717638,F583-1_6.97,31.606589502823617,1e-05,5177.864472927039,1122.9488354598268,0.03160659147482715,31.60660530611639,77.1,45.4933946938836,-5100.764472927039,-1045.848835459827,45.49341049717638
,35.4,7.96,80.3,13.5,24.09,23.76,0.0,0.92,0.0,33.83586410895989,46.46413589104011,F583-1_7.96,33.83586410895989,1e-05,5533.745359157755,1202.1429039228428,0.03383586622005269,33.83588102688983,80.3,46.46411897311017,-5453.445359157755,-1121.8429039228429,46.46413589104011
,35.4,10.29,84.7,6.0,31.66,22.09,0.0,0.37,0.0,38.60471085243354,46.09528914756646,F583-1_10.29,38.60471085243354,1e-05,6292.555259987789,1371.5514750193472,0.038604713261065016,38.60473015478655,84.7,46.09526984521345,-6207.855259987789,-1286.8514750193472,46.09528914756646
,35.4,15.49,86.9,5.6,39.34,17.78,0.0,0.0,0.0,43.17133308110835,43.728666918891655,F583-1_15.49,43.17133308110835,1e-05,7695.864603798588,1534.4025705156075,0.04317133577466127,43.17135466677219,86.9,43.72864533322782,-7608.9646037985885,-1447.5025705156074,43.728666918891655
,35.4,16.26,85.8,8.6,39.55,17.09,0.0,0.0,0.0,43.08445891501946,42.715541084980536,F583-1_16.26,43.08445891501946,1e-05,7878.470828783973,1531.4683232635377,0.043084461603152116,43.08448045724622,85.8,42.715519542753775,-7792.670828783973,-1445.6683232635378,42.715541084980536
,53.3,0.22,10.7,4.9,0.47,5.59,0.0,69.18,0.0,5.609723700860855,5.090276299139145,F583-4_0.22,5.609723700860855,1e-05,919.8766221619071,199.30848615763998,0.00560972405086366,5.609726505722355,10.7,5.090273494277644,-909.1766221619071,-188.60848615764,5.090276299139144
,53.3,0.76,24.7,4.9,1.87,17.63,0.0,60.07,0.0,17.728897314836022,6.971102685163977,F583-4_0.76,17.728897314836022,1e-05,1768.826107903205,627.3060686225127,0.017728898420980303,17.72890617928357,24.7,6.97109382071643,-1744.126107903205,-602.6060686225127,6.971102685163977
,53.3,1.31,38.9,4.9,3.27,26.64,0.0,42.04,0.0,26.83994225031045,12.060057749689548,F583-4_1.31,26.83994225031045,1e-05,2360.418289202149,947.8738370146426,0.026839943924912544,26.839955670279895,38.9,12.060044329720103,-2321.518289202149,-908.9738370146426,12.060057749689548
,53.3,1.94,42.7,7.89,4.87,32.27,0.0,31.07,0.0,32.63540715235525,10.064592847644754,F583-4_1.94,32.63540715235525,1e-05,2872.155601634424,1152.5594959462803,0.032635409188548944,32.63542347005678,42.7,10.064576529943224,-2829.455601634424,-1109.8594959462803,10.064592847644754
,53.3,3.92,55.0,4.9,8.5,38.26,0.0,9.64,0.0,39.19282587413161,15.807174125868393,F583-4_3.92,39.19282587413161,1e-05,4006.57230060809,1387.2045999242812,0.03919282831945685,39.19284547054209,55.0,15.807154529457911,-3951.57230060809,-1332.2045999242812,15.807174125868393
,53.3,4.35,57.2,4.9,9.17,38.43,0.0,8.68,0.0,39.508907856330325,17.691092143669678,F583-4_4.35,39.508907856330325,1e-05,4203.55490031949,1399.0663816705116,0.03950891032137661,39.50892761078178,57.2,17.69107238921822,-4146.35490031949,-1341.8663816705116,17.691092143669678
,53.3,5.0,59.8,4.9,10.3,39.09,0.0,6.38,0.0,40.42422664690074,19.37577335309925,F583-4_5.0,40.42422664690074,1e-05,4488.888292216682,1432.1573167364154,0.04042422916905575,40.42424685901153,59.8,19.375753140988465,-4429.088292216682,-1372.3573167364154,19.375773353099255
,53.3,5.05,62.5,3.43,10.4,39.06,0.0,6.2,0.0,40.42083126309997,22.07916873690003,F583-4_5.05,40.42083126309997,1e-05,4509.434953516904,1432.1072378168126,0.040420833785043124,40.42085147351307,62.5,22.079148526486932,-4446.934953516904,-1369.6072378168126,22.07916873690003
,53.3,5.83,61.8,3.98,12.1,38.38,0.0,3.7,0.0,40.24219675912338,21.557803240876616,F583-4_5.83,40.24219675912338,1e-05,4817.581384885989,1426.760616984474,0.04024219926992115,40.24221688021924,61.8,21.55778311978076,-4755.781384885989,-1364.960616984474,21.557803240876616
,53.3,6.09,64.4,4.9,12.72,38.13,0.0,3.52,0.0,40.195712457922674,24.20428754207733,F583-4_6.09,40.195712457922674,1e-05,4916.114654887537,1425.3833881199232,0.04019571496582018,40.19573255577639,64.4,24.204267444223618,-4851.714654887537,-1360.9833881199231,24.20428754207733
,53.3,6.74,67.2,4.9,14.18,39.23,0.0,2.89,0.0,41.714089945724574,25.48591005427543,F583-4_6.74,41.714089945724574,1e-05,5167.168789579067,1479.3881158277788,0.04171409254835694,41.71411080276694,67.2,25.485889197233064,-5099.968789579068,-1412.1881158277788,25.48591005427543
,53.3,7.29,69.9,4.9,15.33,36.96,0.0,0.0,0.0,40.0131290953357,29.886870904664303,F583-4_7.29,40.0131290953357,1e-05,5347.651680878253,1419.908731028259,0.04001313159184144,40.01314910189774,69.9,29.886850898102267,-5277.751680878253,-1350.0087310282588,29.886870904664306
,3.91,0.85,10.3,0.2,0.0,9.59,0.0,16.75,0.0,9.59,0.7100000000000009,IC2574_0.85,9.59,1e-05,1799.9133590259282,340.91666836866744,0.009590000598340859,9.5900047949994,10.3,0.7099952050006006,-1789.6133590259283,-330.61666836866743,0.7100000000000009
,3.91,1.14,12.9,2.7,0.0,11.99,0.0,14.92,0.0,11.99,0.91,IC2574_1.14,11.99,1e-05,2089.3559055364403,426.11053461780114,0.011990000748082054,11.99000599499925,12.9,0.9099940050007511,-2076.4559055364402,-413.21053461780116,0.9100000000000001
,3.91,1.42,16.4,1.8,0.94,13.83,0.0,13.07,0.0,13.861908238045729,2.538091761954272,IC2574_1.42,13.861908238045729,1e-05,2334.6726751302845,492.56254759313873,0.013861909102920188,13.86191516899898,16.4,2.5380848310010187,-2318.2726751302844,-476.16254759313875,2.53809176195427
,3.91,1.71,18.6,2.1,3.44,15.27,0.0,11.58,0.0,15.652683476005,2.947316523995001,IC2574_1.71,15.652683476005,1e-05,2564.659529060339,556.1237739706128,0.015652684452609804,15.652691302345758,18.6,2.9473086976542433,-2546.059529060339,-537.5237739706128,2.947316523995001
,3.91,1.99,19.8,2.0,5.14,16.76,0.0,10.8,0.0,17.53046491111973,2.2695350888802714,IC2574_1.99,17.53046491111973,1e-05,2770.683164853029,622.7279579406573,0.01753046600488338,17.53047367635109,19.8,2.269526323648911,-2750.883164853029,-602.9279579406574,2.2695350888802714
,3.91,2.28,26.1,0.6,5.82,17.77,0.0,9.24,0.0,18.69880477463733,7.401195225362667,IC2574_2.28,18.69880477463733,1e-05,2965.289412519459,664.2419070176766,0.018698805941296238,18.69881412403855,26.1,7.401185875961453,-2939.189412519459,-638.1419070176765,7.40119522536267
,3.91,2.55,27.7,2.7,6.87,18.7,0.0,8.42,0.0,19.92202047986097,7.777979520139027,IC2574_2.55,19.92202047986097,1e-05,3136.8849038496774,707.6685471753416,0.01992202172283895,19.92203044086996,27.7,7.777969559130039,-3109.1849038496775,-679.9685471753415,7.777979520139031
,3.91,2.84,29.7,2.6,7.58,19.36,0.0,7.37,0.0,20.79100767158725,8.908992328412747,IC2574_2.84,20.79100767158725,1e-05,3308.9808098567146,738.5772784610518,0.02079100896878322,20.791018067089784,29.7,8.908981932910216,-3279.2808098567148,-708.8772784610518,8.90899232841275
,3.91,3.13,33.0,3.4,8.21,19.89,0.0,6.93,0.0,21.517811226981244,11.482188773018756,IC2574_3.13,21.517811226981244,1e-05,3471.891732182903,764.4486137258359,0.021517812569524064,21.51782198588551,33.0,11.482178014114488,-3438.891732182903,-731.4486137258359,11.482188773018756
,3.91,3.41,34.8,1.2,8.78,20.19,0.0,5.88,0.0,22.01645975174029,12.783540248259708,IC2574_3.41,22.01645975174029,1e-05,3621.137459417966,782.2364438083176,0.02201646112539487,22.016470759968787,34.8,12.78352924003121,-3586.337459417966,-747.4364438083177,12.783540248259708
,3.91,3.7,35.0,0.9,8.64,20.15,0.0,5.69,0.0,21.924235448471173,13.075764551528827,IC2574_3.7,21.924235448471173,1e-05,3765.9676180232887,779.113586650206,0.02192423681637168,21.924246410587525,35.0,13.075753589412475,-3730.9676180232887,-744.113586650206,13.075764551528827
,3.91,3.98,39.0,10.2,7.98,20.39,0.0,5.87,0.0,21.89594711356419,17.10405288643581,IC2574_3.98,21.89594711356419,1e-05,3901.0471030224694,778.2275583077669,0.021895948479699726,21.895958061536376,39.0,17.104041938463624,-3862.0471030224694,-739.2275583077669,17.10405288643581
,3.91,4.26,35.9,5.4,7.97,21.28,0.0,6.08,0.0,22.72354065721273,13.176459342787265,IC2574_4.26,22.72354065721273,1e-05,4036.3338935226852,807.6321076277939,0.02272354207498362,22.723552018981636,35.9,13.176447981018363,-4000.433893522685,-771.7321076277939,13.176459342787268
,3.91,4.55,40.0,4.1,10.01,22.72,0.0,6.5,0.0,24.82737400531921,15.17262599468079,IC2574_4.55,24.82737400531921,1e-05,4179.229414617006,882.2020800919018,0.024827375554352816,24.827386419004657,40.0,15.172613580995343,-4139.229414617006,-842.2020800919018,15.17262599468079
,3.91,4.84,38.7,1.4,11.42,24.6,0.0,5.76,0.0,27.12151175727489,11.578488242725111,IC2574_4.84,27.12151175727489,1e-05,4319.613917932944,963.4648675522833,0.027121513449444717,27.12152531802907,38.7,11.578474681970931,-4280.913917932944,-924.7648675522832,11.578488242725111
,3.91,5.12,41.8,0.5,12.67,25.34,0.0,4.6,0.0,28.330981274922337,13.46901872507766,IC2574_5.12,28.330981274922337,1e-05,4445.562787769396,1006.3529292353566,0.028330983042553583,28.3309954404112,41.8,13.469004559588797,-4403.762787769396,-964.5529292353566,13.46901872507766
,3.91,5.41,42.9,0.4,13.13,25.74,0.0,4.3,0.0,28.89540620929216,14.00459379070784,IC2574_5.41,28.89540620929216,1e-05,4568.288136709417,1026.4419909824855,0.028895408012139103,28.89542065699346,42.9,14.00457934300654,-4525.388136709417,-983.5419909824856,14.004593790707837
,3.91,5.68,44.4,1.7,13.93,26.48,0.0,4.03,0.0,29.920482950647703,14.479517049352292,IC2574_5.68,29.920482950647703,1e-05,4682.884933457152,1062.7997082602537,0.0299204848174514,29.920497910887303,44.4,14.479502089112696,-4638.484933457153,-1018.3997082602538,14.479517049352296
,3.91,5.97,46.1,1.3,14.5,27.15,0.0,3.42,0.0,30.779416823585205,15.320583176414797,IC2574_5.97,30.779416823585205,1e-05,4801.61186478041,1093.2909112941834,0.030779418743979645,30.77943221329169,46.1,15.32056778670831,-4755.511864780409,-1047.1909112941835,15.320583176414797
,3.91,6.26,49.0,0.9,15.98,27.39,0.0,2.76,0.0,31.710763157010277,17.289236842989727,IC2574_6.26,31.710763157010277,1e-05,4918.089517282092,1126.3375072816748,0.03171076513551343,31.710779012389867,49.0,17.289220987610133,-4869.089517282092,-1077.3375072816748,17.289236842989723
,3.91,6.54,51.9,0.6,17.58,27.31,0.0,2.14,0.0,32.47910867003588,19.42089132996412,IC2574_6.54,32.47910867003588,1e-05,5027.307480152771,1153.6162135124785,0.03247911069647777,32.47912490958818,51.9,19.42087509041182,-4975.407480152771,-1101.7162135124784,19.42089132996412
,3.91,6.83,53.1,2.1,18.38,26.75,0.0,1.67,0.0,32.45592241795016,20.64407758204984,IC2574_6.83,32.45592241795016,1e-05,5132.859135024066,1152.9229569983893,0.032455924442945414,32.45593864590934,53.1,20.64406135409066,-5079.7591350240655,-1099.8229569983894,20.64407758204984
,3.91,7.1,54.0,0.5,19.29,26.25,0.0,1.55,0.0,32.57555218258011,21.42444781741989,IC2574_7.1,32.57555218258011,1e-05,5230.0943203731995,1157.2609927044941,0.032575554215039326,32.57556847035416,54.0,21.424431529645837,-5176.0943203731995,-1103.2609927044941,21.42444781741989
,3.91,7.39,55.9,1.1,19.86,26.04,0.0,1.54,0.0,32.749064108765,23.150935891235,IC2574_7.39,32.749064108765,1e-05,5332.836881060586,1163.5060104656252,0.03274906615205,32.749080483294996,55.9,23.150919516705002,-5276.9368810605865,-1107.606010465625,23.150935891235
,3.91,7.68,58.8,3.6,21.01,25.86,0.0,1.4,0.0,33.319059110365046,25.48094088963495,IC2574_7.68,33.319059110365046,1e-05,5436.05883890158,1183.7677195735812,0.03331906118921327,33.319075769892514,58.8,25.480924230107483,-5377.25883890158,-1124.9677195735812,25.48094088963495
,3.91,7.96,57.3,4.6,21.81,25.77,0.0,1.25,0.0,33.76046504419037,23.53953495580963,IC2574_7.96,33.76046504419037,1e-05,5533.284829104679,1199.4764300785375,0.03376046715057886,33.76048192442077,57.3,23.539518075579224,-5475.984829104679,-1142.1764300785376,23.53953495580963
,3.91,8.25,54.0,9.0,22.49,25.57,0.0,1.12,0.0,34.0532670972992,19.9467329027008,IC2574_8.25,34.0532670972992,1e-05,5631.254300775273,1209.930554096242,0.03405326922195624,34.05328412393062,54.0,19.946715876069383,-5577.254300775273,-1155.930554096242,19.946732902700802
,3.91,8.52,63.8,12.0,22.38,25.47,0.0,1.02,0.0,33.90553494637712,29.89446505362288,IC2574_8.52,33.90553494637712,1e-05,5718.465642110653,1204.790982081052,0.033905537061816836,33.905551899142466,63.8,29.89444810085753,-5654.665642110653,-1140.9909820810522,29.89446505362288
,3.91,8.81,60.5,6.2,22.6,25.41,0.0,0.92,0.0,34.00629500548391,26.493704994516087,IC2574_8.81,34.00629500548391,1e-05,5812.195807093908,1208.4429221685537,0.03400629712721027,34.00631200862929,60.5,26.493687991370713,-5751.695807093908,-1147.9429221685537,26.493704994516087
,3.91,9.1,61.0,5.7,22.95,25.38,0.0,0.83,0.0,34.217640187482246,26.782359812517758,IC2574_9.1,34.217640187482246,1e-05,5905.0797539068,1216.0043824859995,0.03421764232239488,34.217657296300196,61.0,26.782342703699804,-5844.0797539068,-1155.0043824859995,26.782359812517754
,3.91,9.38,66.0,1.3,23.63,25.51,0.0,0.75,0.0,34.77264729640238,31.227352703597617,IC2574_9.38,34.77264729640238,1e-05,5995.4276744866165,1235.723037937427,0.03477264946594311,34.77266468272386,66.0,31.227335317276143,-5929.4276744866165,-1169.723037937427,31.227352703597617
,3.91,9.67,65.2,3.4,24.89,25.74,0.0,0.67,0.0,35.80586125203526,29.394138747964742,IC2574_9.67,35.80586125203526,1e-05,6090.320492387901,1272.364943791808,0.035805863486040444,35.80587915496364,65.2,29.394120845036362,-6025.120492387901,-1207.164943791808,29.394138747964746
,3.91,9.96,67.1,4.7,25.8,24.84,0.0,0.0,0.0,35.81432115788319,31.2856788421168,IC2574_9.96,35.81432115788319,1e-05,6177.90721846808,1272.743784213131,0.03581432339241621,35.81433906504153,67.1,31.285660934958464,-6110.80721846808,-1205.643784213131,31.285678842116802
,3.91,10.23,67.5,9.3,27.17,23.97,0.0,0.0,0.0,36.23216526789422,31.267834732105783,IC2574_10.23,36.23216526789422,1e-05,6260.711285469088,1287.6023399708781,0.036232167528497436,36.23218338397458,67.5,31.26781661602542,-6193.211285469088,-1220.1023399708781,31.267834732105783
,6.8,0.25,4.25,2.0,1.87,2.88,0.0,8.69,0.0,3.433846240005513,0.8161537599944868,KK98-251_0.25,3.433846240005513,1e-05,968.2929825213029,122.19383486910759,0.0034338464542506128,3.433847956928418,4.25,0.8161520430715821,-964.0429825213029,-117.94383486910759,0.8161537599944868
,6.8,0.41,6.84,2.0,3.32,3.93,0.0,6.61,0.0,5.14463798532025,1.69536201467975,KK98-251_0.41,5.14463798532025,1e-05,1242.8915077350878,183.0193612868979,0.00514463830630535,5.144640557638921,6.84,1.6953594423610792,-1236.0515077350879,-176.1793612868979,1.6953620146797501
,6.8,0.57,9.56,2.0,4.8,4.8,0.0,6.95,0.0,6.788225099390856,2.7717749006091443,KK98-251_0.57,6.788225099390856,1e-05,1468.6401873842347,241.4243608296261,0.0067882255229229135,6.788228493502981,9.56,2.7717715064970196,-1459.0801873842347,-231.8643608296261,2.7717749006091443
,6.8,0.74,12.3,2.0,6.44,6.36,0.0,6.78,0.0,9.051143574156804,3.248856425843197,KK98-251_0.74,9.051143574156804,1e-05,1679.9676187355517,321.747581904787,0.009051144138877244,9.051148099728023,12.3,3.248851900271978,-1667.6676187355517,-309.447581904787,3.248856425843197
,6.8,0.9,15.1,2.0,8.03,7.43,0.0,5.71,0.0,10.940100547984008,4.159899452015992,KK98-251_0.9,10.940100547984008,1e-05,1858.1081238722359,388.75506021919875,0.010940101230560561,10.940106018033596,15.1,4.159893981966404,-1843.008123872236,-373.65506021919873,4.159899452015992
,6.8,1.07,17.5,2.0,9.79,8.56,0.0,5.63,0.0,13.004526135157713,4.495473864842287,KK98-251_1.07,13.004526135157713,1e-05,2032.6194183860391,461.9280018806802,0.013004526946538248,13.004532637419967,17.5,4.495467362580033,-2015.1194183860391,-444.4280018806802,4.495473864842287
,6.8,1.24,19.7,2.0,11.57,9.52,0.0,4.46,0.0,14.983167221919402,4.716832778080597,KK98-251_1.24,14.983167221919402,1e-05,2194.6442308492738,532.0158413583216,0.014983168156751638,14.983174713502075,19.7,4.716825286497924,-2174.944230849274,-512.3158413583216,4.716832778080597
,6.8,1.4,21.8,2.0,13.11,10.08,0.0,3.87,0.0,16.537185371156724,5.262814628843277,KK98-251_1.4,16.537185371156724,1e-05,2336.2274075954165,587.0627863424522,0.016537186402947514,16.537193639748374,21.8,5.262806360251627,-2314.4274075954163,-565.2627863424523,5.262814628843277
,6.8,1.57,24.4,2.0,14.44,10.55,0.0,3.42,0.0,17.883402920026153,6.516597079973845,KK98-251_1.57,17.883402920026153,1e-05,2476.6590601049634,634.7695470267015,0.01788340403581037,17.883411861726493,24.4,6.516588138273505,-2452.2590601049633,-610.3695470267015,6.516597079973845
,6.8,1.72,27.3,2.0,15.54,10.95,0.0,3.02,0.0,19.01036822368257,8.289631776317432,KK98-251_1.72,19.01036822368257,1e-05,2594.3974444945784,674.7033743253558,0.01901036940978059,19.010377728865492,27.3,8.289622271134508,-2567.097444494578,-647.4033743253558,8.289631776317432
,6.8,1.89,30.3,2.0,16.53,11.36,0.0,2.62,0.0,20.057180759019943,10.242819240980054,KK98-251_1.89,20.057180759019943,1e-05,2720.540111816034,711.8256837518442,0.020057182010430864,20.057190787609066,30.3,10.242809212390934,-2690.2401118160337,-681.5256837518442,10.242819240980058
,6.8,2.06,32.6,2.0,17.3,11.57,0.0,2.28,0.0,20.81237372334064,11.78762627665936,KK98-251_2.06,20.81237372334064,1e-05,2839.321556287699,738.6571503610174,0.020812375021869688,20.8123841295262,32.6,11.7876158704738,-2806.721556287699,-706.0571503610174,11.78762627665936
,6.8,2.46,33.3,2.0,18.07,12.23,0.0,1.69,0.0,21.81966544198146,11.480334558018535,KK98-251_2.46,21.81966544198146,1e-05,3096.1217353327697,774.6105162132312,0.021819666803357618,21.819676351812817,33.3,11.48032364818718,-3062.8217353327695,-741.3105162132313,11.480334558018537
,6.8,2.79,34.6,2.0,18.07,12.94,0.0,1.34,0.0,22.22540213359479,12.37459786640521,KK98-251_2.79,22.22540213359479,1e-05,3290.2730129884358,789.2199415090778,0.02222540352028574,22.225413246294465,34.6,12.374586753705536,-3255.673012988436,-754.6199415090778,12.37459786640521
,6.8,3.13,34.2,2.0,17.41,12.45,0.0,0.0,0.0,21.403518402356188,12.796481597643815,KK98-251_3.13,21.403518402356188,1e-05,3471.1851866473503,760.4073505247034,0.02140351973776803,21.40352910411405,34.2,12.796470895885953,-3436.9851866473505,-726.2073505247033,12.796481597643815
,7.3,0.21,17.4,6.51,1.51,18.55,0.0,410.75,0.0,18.6113567479644,0.0,NGC0024_0.21,18.6113567479644,1e-05,1060.214412277064,649.1636805417454,0.018611357909167233,18.61136605364161,17.4,-1.211366053641612,-1042.8144122770639,-631.7636805417454,-1.2113567479644018
,7.3,0.32,31.0,8.86,2.27,25.65,0.0,307.43,0.0,25.750250484218597,5.249749515781407,NGC0024_0.32,25.750250484218597,1e-05,1359.448196879896,894.8158904374827,0.025750252090832464,25.750263359342227,31.0,5.249736640657773,-1328.448196879896,-863.8158904374827,5.249749515781403
,7.3,0.43,36.1,8.16,3.03,29.58,0.0,268.58,0.0,29.73478266273355,6.365217337266451,NGC0024_0.43,29.73478266273355,1e-05,1573.7005115332458,1033.4149967374867,0.029734784517951005,29.73479753012302,36.1,6.36520246987698,-1537.600511533246,-997.3149967374867,6.365217337266451
