ID,D,R,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBul,Baryonic,Vdm,ID_R,Vbaryonic,rho_baryonic,V_MOND,V_TeVeS,V_pinning_dm,V_pinning_total,V_observed_total,Pinning_residual,MOND_residual,TeVeS_residual,Baryonic_residual
,13.0,3.19,83.3,3.08,16.68,63.17,0.0,41.4,0.0,65.33506944972203,17.96493055027797,ESO116-G012_3.19,65.33506944972203,1e-05,4010.221851718431,2285.8910359521924,0.06533507352611843,65.33510211725266,83.3,17.964897882747337,-3926.921851718431,-2202.591035952192,17.96493055027797
,13.0,3.68,91.4,2.83,20.19,65.14,0.0,30.23,0.0,68.19718249312064,23.20281750687937,ESO116-G012_3.68,68.19718249312064,1e-05,4275.351646356122,2387.8856471417826,0.06819718674809047,68.19721659170762,91.4,23.20278340829239,-4183.951646356122,-2296.4856471417825,23.20281750687937
,13.0,4.13,102.0,5.4,22.31,66.32,0.0,24.2,0.0,69.97198367918405,32.02801632081595,ESO116-G012_4.13,69.97198367918405,1e-05,4493.361158420275,2452.089577784074,0.06997198804488756,69.9720186651715,102.0,32.027981334828496,-4391.361158420275,-2350.089577784074,32.02801632081595
,13.0,5.23,105.0,4.21,25.63,64.52,0.0,9.48,0.0,69.42425584765024,35.57574415234976,ESO116-G012_5.23,69.42425584765024,1e-05,4918.075162093398,2440.204821860878,0.06942426017917984,69.42429055977382,105.0,35.57570944022618,-4813.075162093398,-2335.204821860878,35.575744152349756
,13.0,6.05,109.0,2.1,27.28,60.09,0.0,3.57,0.0,65.99247305564477,43.007526944355234,ESO116-G012_6.05,65.99247305564477,1e-05,5172.945630876087,2325.355553571896,0.065992477173058,65.99250605187716,109.0,43.00749394812284,-5063.945630876087,-2216.355553571896,43.007526944355234
,13.0,6.81,108.0,2.1,28.58,55.74,0.0,2.78,0.0,62.639955300111765,45.36004469988824,ESO116-G012_6.81,62.639955300111765,1e-05,5398.384573184833,2211.391904128406,0.06263995920835416,62.639986620085494,108.0,45.360013379914506,-5290.384573184833,-2103.391904128406,45.360044699888235
,13.0,7.56,109.0,2.1,30.7,53.61,0.0,2.04,0.0,61.77800660429244,47.22199339570757,ESO116-G012_7.56,61.77800660429244,1e-05,5640.276065938617,2183.091827388647,0.061778010458756,61.778037493291876,109.0,47.221962506708124,-5531.276065938617,-2074.091827388647,47.22199339570756
,13.0,8.32,110.0,2.1,33.83,51.18,0.0,1.21,0.0,61.35031621760397,48.64968378239603,ESO116-G012_8.32,61.35031621760397,1e-05,5880.007253396887,2169.571966619818,0.061350320045382996,61.35034689275824,110.0,48.64965310724176,-5770.007253396887,-2059.571966619818,48.64968378239603
,13.0,9.09,111.0,2.33,35.49,49.08,0.0,0.72,0.0,60.56720647347044,50.43279352652956,ESO116-G012_9.09,60.56720647347044,1e-05,6109.866978912061,2143.3738287169335,0.06056721025238956,60.567236757069885,111.0,50.432763242930115,-5998.866978912061,-2032.3738287169335,50.43279352652956
,13.0,9.86,112.0,4.74,33.74,46.34,0.0,0.0,0.0,57.32175154337139,54.67824845662861,ESO116-G012_9.86,57.32175154337139,1e-05,6308.671429072843,2030.6122056787533,0.05732175511979955,57.321780204243574,112.0,54.678219795756426,-6196.671429072843,-1918.6122056787533,54.67824845662861
,4.83,0.26,18.3,1.8,4.59,8.31,0.0,31.29,0.0,9.493376638478008,8.806623361521993,ESO444-G084_0.26,9.493376638478008,1e-05,1026.1365406221532,336.23439074913813,0.009493377230790325,9.493381385165733,18.3,8.806618614834267,-1007.8365406221533,-317.9343907491381,8.806623361521993
,4.83,0.77,35.3,3.0,11.55,14.79,0.0,10.44,0.0,18.76556953572153,16.534430464278465,ESO444-G084_0.77,18.76556953572153,1e-05,1789.8632908688865,663.5728733773043,0.018765570706546032,18.76557891850512,35.3,16.534421081494877,-1754.5632908688865,-628.2728733773043,16.53443046427847
,4.83,1.29,47.8,4.63,16.45,14.54,0.0,3.29,0.0,21.954819516452417,25.84518048354758,ESO444-G084_1.29,21.954819516452417,1e-05,2293.2819495212534,777.2824923767316,0.02195482088626113,21.9548304938608,47.8,25.845169506139197,-2245.4819495212532,-729.4824923767317,25.84518048354758
,4.83,1.81,52.8,1.26,19.03,13.66,0.0,1.03,0.0,23.4251253998778,29.3748746001222,ESO444-G084_1.81,23.4251253998778,1e-05,2692.8662239331534,830.2036796766632,0.02342512686142208,23.425137112439035,52.8,29.374862887560962,-2640.066223933153,-777.4036796766633,29.374874600122197
,4.83,2.32,58.0,3.11,20.09,12.28,0.0,0.34,0.0,23.545838273461406,34.454161726538594,ESO444-G084_2.32,23.545838273461406,1e-05,3024.2074168284157,835.2986586521316,0.02354583974253722,23.54585004637907,58.0,34.45414995362093,-2966.2074168284157,-777.2986586521316,34.454161726538594
,4.83,3.39,63.1,1.35,17.39,9.97,0.0,0.03,0.0,20.045273757172787,43.054726242827215,ESO444-G084_3.39,20.045273757172787,1e-05,3599.3973106618837,712.4731410079452,0.020045275007840806,20.04528377980841,63.1,43.054716220191594,-3536.297310661884,-649.3731410079452,43.054726242827215
